"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.46128,-8.4633e-22,0.00033564,7.8092e+06,1,0.635,50,0.05,0.635
0.46028,-7.4676e-22,0.00033625,7.8092e+06,1,0.636,50,0.05,0.636
0.45928,-6.4719e-22,0.00033686,7.8092e+06,1,0.637,50,0.05,0.637
0.45828,-5.4762e-22,0.00033746,7.8092e+06,1,0.638,50,0.05,0.638
0.45728,-4.4805e-22,0.00033807,7.8092e+06,1,0.639,50,0.05,0.639
0.45628,-3.4849e-22,0.00033868,7.8092e+06,1,0.64,50,0.05,0.64
0.45528,-2.4892e-22,0.00033929,7.8092e+06,1,0.641,50,0.05,0.641
0.45428,-1.4935e-22,0.00033989,7.8092e+06,1,0.642,50,0.05,0.642
0.45328,-4.978e-23,0.0003405,7.8092e+06,1,0.643,50,0.05,0.643
0.45227,1.3401e-34,0.00034111,7.8092e+06,1,0.644,50,0.05,0.644
0.45124,0,0.00034173,7.8092e+06,1,0.645,50,0.05,0.645
0.45021,0,0.00034234,7.8092e+06,1,0.646,50,0.05,0.646
0.44918,0,0.00034296,7.8092e+06,1,0.647,50,0.05,0.647
0.44815,0,0.00034357,7.8092e+06,1,0.648,50,0.05,0.648
0.44712,-9.8746e-35,0.00034419,7.8092e+06,1,0.649,50,0.05,0.649
0.44609,0,0.0003448,7.8092e+06,1,0.65,50,0.05,0.65
0.44506,0,0.00034542,7.8092e+06,1,0.651,50,0.05,0.651
0.44403,0,0.00034603,7.8092e+06,1,0.652,50,0.05,0.652
0.443,0,0.00034665,7.8092e+06,1,0.653,50,0.05,0.653
0.44197,0,0.00034726,7.8092e+06,1,0.654,50,0.05,0.654
0.44094,0,0.00034788,7.8092e+06,1,0.655,50,0.05,0.655
0.4399,0,0.00034849,7.8092e+06,1,0.656,50,0.05,0.656
0.43887,0,0.00034911,7.8092e+06,1,0.657,50,0.05,0.657
0.43784,0,0.00034972,7.8092e+06,1,0.658,50,0.05,0.658
0.43681,0,0.00035034,7.8092e+06,1,0.659,50,0.05,0.659
0.43578,0,0.00035095,7.8092e+06,1,0.66,50,0.05,0.66
0.43475,0,0.00035157,7.8092e+06,1,0.661,50,0.05,0.661
0.43372,0,0.00035218,7.8092e+06,1,0.662,50,0.05,0.662
0.43269,-2.9541e-36,0.0003528,7.8092e+06,1,0.663,50,0.05,0.663
0.43163,-4.9834e-23,0.00035342,7.8092e+06,1,0.664,50,0.05,0.664
0.43057,-9.967e-23,0.00035404,7.8092e+06,1,0.665,50,0.05,0.665
0.42951,-1.495e-22,0.00035467,7.8092e+06,1,0.666,50,0.05,0.666
0.42845,-1.9934e-22,0.00035529,7.8092e+06,1,0.667,50,0.05,0.667
0.42739,-2.4917e-22,0.00035591,7.8092e+06,1,0.668,50,0.05,0.668
0.42633,-2.9901e-22,0.00035653,7.8092e+06,1,0.669,50,0.05,0.669
0.42527,-3.4884e-22,0.00035716,7.8092e+06,1,0.67,50,0.05,0.67
0.42421,-3.9868e-22,0.00035778,7.8092e+06,1,0.671,50,0.05,0.671
0.42315,-4.4851e-22,0.0003584,7.8092e+06,1,0.672,50,0.05,0.672
0.42208,-4.9834e-22,0.00035903,7.8092e+06,1,0.673,50,0.05,0.673
0.42102,-5.4818e-22,0.00035965,7.8092e+06,1,0.674,50,0.05,0.674
0.41996,-5.9801e-22,0.00036027,7.8092e+06,1,0.675,50,0.05,0.675
0.4189,-6.4785e-22,0.00036089,7.8092e+06,1,0.676,50,0.05,0.676
0.41784,-6.9768e-22,0.00036152,7.8092e+06,1,0.677,50,0.05,0.677
0.41678,-7.4751e-22,0.00036214,7.8092e+06,1,0.678,50,0.05,0.678
0.41572,-7.9735e-22,0.00036276,7.8092e+06,1,0.679,50,0.05,0.679
0.41466,-8.4718e-22,0.00036338,7.8092e+06,1,0.68,50,0.05,0.68
0.4136,-8.9702e-22,0.00036401,7.8092e+06,1,0.681,50,0.05,0.681
0.41254,-9.4685e-22,0.00036463,7.8092e+06,1,0.682,50,0.05,0.682
0.41146,-9.7177e-22,0.00036526,7.8092e+06,1,0.683,50,0.05,0.683
0.41037,-9.7177e-22,0.00036589,7.8092e+06,1,0.684,50,0.05,0.684
0.40928,-9.7177e-22,0.00036652,7.8092e+06,1,0.685,50,0.05,0.685
0.40819,-9.7177e-22,0.00036715,7.8092e+06,1,0.686,50,0.05,0.686
0.4071,-9.7177e-22,0.00036778,7.8092e+06,1,0.687,50,0.05,0.687
0.406,-9.7177e-22,0.00036841,7.8092e+06,1,0.688,50,0.05,0.688
0.40491,-9.7177e-22,0.00036904,7.8092e+06,1,0.689,50,0.05,0.689
0.40382,-9.7177e-22,0.00036967,7.8092e+06,1,0.69,50,0.05,0.69
0.40273,-9.7177e-22,0.0003703,7.8092e+06,1,0.691,50,0.05,0.691
0.40164,-9.7177e-22,0.00037093,7.8092e+06,1,0.692,50,0.05,0.692
0.40055,-9.7177e-22,0.00037156,7.8092e+06,1,0.693,50,0.05,0.693
0.39946,-9.7177e-22,0.00037219,7.8092e+06,1,0.694,50,0.05,0.694
0.39837,-9.7177e-22,0.00037282,7.8092e+06,1,0.695,50,0.05,0.695
0.39727,-9.7177e-22,0.00037345,7.8092e+06,1,0.696,50,0.05,0.696
0.39618,-9.7177e-22,0.00037408,7.8092e+06,1,0.697,50,0.05,0.697
0.39509,-9.7177e-22,0.00037472,7.8092e+06,1,0.698,50,0.05,0.698
0.394,-9.7177e-22,0.00037535,7.8092e+06,1,0.699,50,0.05,0.699
0.39291,-9.7177e-22,0.00037598,7.8092e+06,1,0.7,50,0.05,0.7
0.39182,-9.7177e-22,0.00037661,7.8092e+06,1,0.701,50,0.05,0.701
0.39073,-9.7177e-22,0.00037724,7.8092e+06,1,0.702,50,0.05,0.702
0.3896,-9.7167e-22,0.00037788,7.8092e+06,1,0.703,50,0.05,0.703
0.38848,-9.7157e-22,0.00037851,7.8092e+06,1,0.704,50,0.05,0.704
0.38736,-9.7147e-22,0.00037915,7.8092e+06,1,0.705,50,0.05,0.705
0.38624,-9.7137e-22,0.00037979,7.8092e+06,1,0.706,50,0.05,0.706
0.38512,-9.7127e-22,0.00038043,7.8092e+06,1,0.707,50,0.05,0.707
0.384,-9.7116e-22,0.00038107,7.8092e+06,1,0.708,50,0.05,0.708
0.38287,-9.7106e-22,0.00038171,7.8092e+06,1,0.709,50,0.05,0.709
0.38175,-9.7096e-22,0.00038235,7.8092e+06,1,0.71,50,0.05,0.71
0.38063,-9.7086e-22,0.00038299,7.8092e+06,1,0.711,50,0.05,0.711
0.37951,-9.7076e-22,0.00038362,7.8092e+06,1,0.712,50,0.05,0.712
0.37839,-9.7066e-22,0.00038426,7.8092e+06,1,0.713,50,0.05,0.713
0.37727,-9.7056e-22,0.0003849,7.8092e+06,1,0.714,50,0.05,0.714
0.37614,-9.7046e-22,0.00038554,7.8092e+06,1,0.715,50,0.05,0.715
0.37502,-9.7036e-22,0.00038618,7.8092e+06,1,0.716,50,0.05,0.716
0.3739,-9.7026e-22,0.00038682,7.8092e+06,1,0.717,50,0.05,0.717
0.37278,-9.7016e-22,0.00038746,7.8092e+06,1,0.718,50,0.05,0.718
0.37166,-9.7005e-22,0.00038809,7.8092e+06,1,0.719,50,0.05,0.719
0.37053,-9.6995e-22,0.00038873,7.8092e+06,1,0.72,50,0.05,0.72
0.36941,-9.6985e-22,0.00038937,7.8092e+06,1,0.721,50,0.05,0.721
0.36828,-9.2002e-22,0.00039001,7.8092e+06,1,0.722,50,0.05,0.722
0.36712,-8.2045e-22,0.00039066,7.8092e+06,1,0.723,50,0.05,0.723
0.36597,-7.2088e-22,0.00039131,7.8092e+06,1,0.724,50,0.05,0.724
0.36482,-6.2131e-22,0.00039196,7.8092e+06,1,0.725,50,0.05,0.725
0.36367,-5.2174e-22,0.0003926,7.8092e+06,1,0.726,50,0.05,0.726
0.36252,-4.2218e-22,0.00039325,7.8092e+06,1,0.727,50,0.05,0.727
0.36136,-3.2261e-22,0.0003939,7.8092e+06,1,0.728,50,0.05,0.728
0.36021,-2.2304e-22,0.00039454,7.8092e+06,1,0.729,50,0.05,0.729
0.35906,-1.2347e-22,0.00039519,7.8092e+06,1,0.73,50,0.05,0.73
0.35791,-2.3906e-23,0.00039584,7.8092e+06,1,0.731,50,0.05,0.731
0.35675,7.566e-23,0.00039648,7.8092e+06,1,0.732,50,0.05,0.732
0.3556,1.7523e-22,0.00039713,7.8092e+06,1,0.733,50,0.05,0.733
0.35445,2.748e-22,0.00039778,7.8092e+06,1,0.734,50,0.05,0.734
0.3533,3.7437e-22,0.00039843,7.8092e+06,1,0.735,50,0.05,0.735
0.35215,4.7393e-22,0.00039907,7.8092e+06,1,0.736,50,0.05,0.736
0.35099,5.735e-22,0.00039972,7.8092e+06,1,0.737,50,0.05,0.737
0.34984,6.7306e-22,0.00040037,7.8092e+06,1,0.738,50,0.05,0.738
0.34869,7.7264e-22,0.00040101,7.8092e+06,1,0.739,50,0.05,0.739
0.34754,8.722e-22,0.00040166,7.8092e+06,1,0.74,50,0.05,0.74
0.34638,9.7177e-22,0.00040231,7.8092e+06,1,0.741,50,0.05,0.741
0.3452,9.2184e-22,0.00040296,7.8092e+06,1,0.742,50,0.05,0.742
0.34402,8.719e-22,0.00040362,7.8092e+06,1,0.743,50,0.05,0.743
0.34284,8.2196e-22,0.00040427,7.8092e+06,1,0.744,50,0.05,0.744
0.34165,7.7203e-22,0.00040493,7.8092e+06,1,0.745,50,0.05,0.745
0.34047,7.2209e-22,0.00040558,7.8092e+06,1,0.746,50,0.05,0.746
0.33929,6.7216e-22,0.00040624,7.8092e+06,1,0.747,50,0.05,0.747
0.33811,6.2222e-22,0.0004069,7.8092e+06,1,0.748,50,0.05,0.748
0.33692,5.7229e-22,0.00040755,7.8092e+06,1,0.749,50,0.05,0.749
0.33574,5.2235e-22,0.00040821,7.8092e+06,1,0.75,50,0.05,0.75
0.33456,4.7242e-22,0.00040886,7.8092e+06,1,0.751,50,0.05,0.751
0.33338,4.2248e-22,0.00040952,7.8092e+06,1,0.752,50,0.05,0.752
0.33219,3.7255e-22,0.00041017,7.8092e+06,1,0.753,50,0.05,0.753
0.33101,3.2261e-22,0.00041083,7.8092e+06,1,0.754,50,0.05,0.754
0.32983,2.7268e-22,0.00041148,7.8092e+06,1,0.755,50,0.05,0.755
0.32865,2.2274e-22,0.00041214,7.8092e+06,1,0.756,50,0.05,0.756
0.32746,1.728e-22,0.0004128,7.8092e+06,1,0.757,50,0.05,0.757
0.32628,1.2287e-22,0.00041345,7.8092e+06,1,0.758,50,0.05,0.758
0.3251,7.2935e-23,0.00041411,7.8092e+06,1,0.759,50,0.05,0.759
0.32392,2.3e-23,0.00041476,7.8092e+06,1,0.76,50,0.05,0.76
0.32272,-1.9183e-24,0.00041542,7.8092e+06,1,0.761,50,0.05,0.761
0.3215,-1.8173e-24,0.00041609,7.8092e+06,1,0.762,50,0.05,0.762
0.32029,-1.7164e-24,0.00041675,7.8092e+06,1,0.763,50,0.05,0.763
0.31908,-1.6154e-24,0.00041741,7.8092e+06,1,0.764,50,0.05,0.764
0.31787,-1.5145e-24,0.00041808,7.8092e+06,1,0.765,50,0.05,0.765
0.31665,-1.4135e-24,0.00041874,7.8092e+06,1,0.766,50,0.05,0.766
0.31544,-1.3125e-24,0.00041941,7.8092e+06,1,0.767,50,0.05,0.767
0.31423,-1.2116e-24,0.00042007,7.8092e+06,1,0.768,50,0.05,0.768
0.31301,-1.1106e-24,0.00042074,7.8092e+06,1,0.769,50,0.05,0.769
0.3118,-1.0096e-24,0.0004214,7.8092e+06,1,0.77,50,0.05,0.77
0.31059,-9.0867e-25,0.00042206,7.8092e+06,1,0.771,50,0.05,0.771
0.30937,-8.0771e-25,0.00042273,7.8092e+06,1,0.772,50,0.05,0.772
0.30816,-7.0675e-25,0.00042339,7.8092e+06,1,0.773,50,0.05,0.773
0.30695,-6.0578e-25,0.00042406,7.8092e+06,1,0.774,50,0.05,0.774
0.30574,-5.0482e-25,0.00042472,7.8092e+06,1,0.775,50,0.05,0.775
0.30452,-4.0385e-25,0.00042539,7.8092e+06,1,0.776,50,0.05,0.776
0.30331,-3.0289e-25,0.00042605,7.8092e+06,1,0.777,50,0.05,0.777
0.3021,-2.0193e-25,0.00042671,7.8092e+06,1,0.778,50,0.05,0.778
0.30088,-1.0096e-25,0.00042738,7.8092e+06,1,0.779,50,0.05,0.779
0.29967,2.1858e-39,0.00042804,7.8092e+06,1,0.78,50,0.05,0.78
0.29843,2.9882e-22,0.00042872,7.8092e+06,1,0.781,50,0.05,0.781
0.29718,5.9762e-22,0.00042939,7.8092e+06,1,0.782,50,0.05,0.782
0.29594,8.9642e-22,0.00043006,7.8092e+06,1,0.783,50,0.05,0.783
0.2947,1.1952e-21,0.00043074,7.8092e+06,1,0.784,50,0.05,0.784
0.29345,1.494e-21,0.00043141,7.8092e+06,1,0.785,50,0.05,0.785
0.29221,1.7928e-21,0.00043208,7.8092e+06,1,0.786,50,0.05,0.786
0.29097,2.0916e-21,0.00043275,7.8092e+06,1,0.787,50,0.05,0.787
0.28972,2.3904e-21,0.00043343,7.8092e+06,1,0.788,50,0.05,0.788
0.28848,2.6892e-21,0.0004341,7.8092e+06,1,0.789,50,0.05,0.789
0.28724,2.9881e-21,0.00043477,7.8092e+06,1,0.79,50,0.05,0.79
0.28599,3.2869e-21,0.00043545,7.8092e+06,1,0.791,50,0.05,0.791
0.28475,3.5857e-21,0.00043612,7.8092e+06,1,0.792,50,0.05,0.792
0.28351,3.8845e-21,0.00043679,7.8092e+06,1,0.793,50,0.05,0.793
0.28226,4.1833e-21,0.00043747,7.8092e+06,1,0.794,50,0.05,0.794
0.28102,4.4821e-21,0.00043814,7.8092e+06,1,0.795,50,0.05,0.795
0.27978,4.7809e-21,0.00043881,7.8092e+06,1,0.796,50,0.05,0.796
0.27853,5.0797e-21,0.00043949,7.8092e+06,1,0.797,50,0.05,0.797
0.27729,5.3785e-21,0.00044016,7.8092e+06,1,0.798,50,0.05,0.798
0.27605,5.6773e-21,0.00044083,7.8092e+06,1,0.799,50,0.05,0.799
0.27479,5.6773e-21,0.00044151,7.8092e+06,1,0.8,50,0.05,0.8
0.27351,5.3785e-21,0.00044219,7.8092e+06,1,0.801,50,0.05,0.801
0.27224,5.0797e-21,0.00044288,7.8092e+06,1,0.802,50,0.05,0.802
0.27097,4.7809e-21,0.00044356,7.8092e+06,1,0.803,50,0.05,0.803
0.26969,4.4821e-21,0.00044424,7.8092e+06,1,0.804,50,0.05,0.804
0.26842,4.1833e-21,0.00044492,7.8092e+06,1,0.805,50,0.05,0.805
0.26715,3.8845e-21,0.00044561,7.8092e+06,1,0.806,50,0.05,0.806
0.26587,3.5857e-21,0.00044629,7.8092e+06,1,0.807,50,0.05,0.807
0.2646,3.2868e-21,0.00044697,7.8092e+06,1,0.808,50,0.05,0.808
0.26332,2.988e-21,0.00044765,7.8092e+06,1,0.809,50,0.05,0.809
0.26205,2.6892e-21,0.00044834,7.8092e+06,1,0.81,50,0.05,0.81
0.26078,2.3904e-21,0.00044902,7.8092e+06,1,0.811,50,0.05,0.811
0.2595,2.0916e-21,0.0004497,7.8092e+06,1,0.812,50,0.05,0.812
0.25823,1.7928e-21,0.00045038,7.8092e+06,1,0.813,50,0.05,0.813
0.25696,1.494e-21,0.00045107,7.8092e+06,1,0.814,50,0.05,0.814
0.25568,1.1952e-21,0.00045175,7.8092e+06,1,0.815,50,0.05,0.815
0.25441,8.9642e-22,0.00045243,7.8092e+06,1,0.816,50,0.05,0.816
0.25313,5.9762e-22,0.00045311,7.8092e+06,1,0.817,50,0.05,0.817
0.25186,2.988e-22,0.0004538,7.8092e+06,1,0.818,50,0.05,0.818
0.25059,2.0195e-28,0.00045448,7.8092e+06,1,0.819,50,0.05,0.819
0.24928,2.4337e-28,0.00045517,7.8092e+06,1,0.82,50,0.05,0.82
0.24798,2.848e-28,0.00045586,7.8092e+06,1,0.821,50,0.05,0.821
0.24667,3.2623e-28,0.00045655,7.8092e+06,1,0.822,50,0.05,0.822
0.24537,3.6765e-28,0.00045724,7.8092e+06,1,0.823,50,0.05,0.823
0.24407,4.0907e-28,0.00045794,7.8092e+06,1,0.824,50,0.05,0.824
0.24276,4.505e-28,0.00045863,7.8092e+06,1,0.825,50,0.05,0.825
0.24146,4.9192e-28,0.00045932,7.8092e+06,1,0.826,50,0.05,0.826
0.24015,5.3335e-28,0.00046001,7.8092e+06,1,0.827,50,0.05,0.827
0.23885,5.7478e-28,0.0004607,7.8092e+06,1,0.828,50,0.05,0.828
0.23755,6.162e-28,0.0004614,7.8092e+06,1,0.829,50,0.05,0.829
0.23624,6.5763e-28,0.00046209,7.8092e+06,1,0.83,50,0.05,0.83
0.23494,6.9905e-28,0.00046278,7.8092e+06,1,0.831,50,0.05,0.831
0.23363,7.4048e-28,0.00046347,7.8092e+06,1,0.832,50,0.05,0.832
0.23233,7.819e-28,0.00046416,7.8092e+06,1,0.833,50,0.05,0.833
0.23103,8.2333e-28,0.00046486,7.8092e+06,1,0.834,50,0.05,0.834
0.22972,8.6475e-28,0.00046555,7.8092e+06,1,0.835,50,0.05,0.835
0.22842,9.0618e-28,0.00046624,7.8092e+06,1,0.836,50,0.05,0.836
0.22711,9.476e-28,0.00046693,7.8092e+06,1,0.837,50,0.05,0.837
0.22581,9.8903e-28,0.00046762,7.8092e+06,1,0.838,50,0.05,0.838
0.22449,9.9562e-23,0.00046832,7.8092e+06,1,0.839,50,0.05,0.839
0.22316,2.987e-22,0.00046902,7.8092e+06,1,0.84,50,0.05,0.84
0.22182,4.9784e-22,0.00046972,7.8092e+06,1,0.841,50,0.05,0.841
0.22049,6.9697e-22,0.00047042,7.8092e+06,1,0.842,50,0.05,0.842
0.21915,8.9611e-22,0.00047113,7.8092e+06,1,0.843,50,0.05,0.843
0.21782,1.0952e-21,0.00047183,7.8092e+06,1,0.844,50,0.05,0.844
0.21648,1.2944e-21,0.00047253,7.8092e+06,1,0.845,50,0.05,0.845
0.21515,1.4935e-21,0.00047323,7.8092e+06,1,0.846,50,0.05,0.846
0.21382,1.6927e-21,0.00047393,7.8092e+06,1,0.847,50,0.05,0.847
0.21248,1.8918e-21,0.00047463,7.8092e+06,1,0.848,50,0.05,0.848
0.21115,2.0909e-21,0.00047533,7.8092e+06,1,0.849,50,0.05,0.849
0.20981,2.2901e-21,0.00047604,7.8092e+06,1,0.85,50,0.05,0.85
0.20848,2.4892e-21,0.00047674,7.8092e+06,1,0.851,50,0.05,0.851
0.20714,2.6883e-21,0.00047744,7.8092e+06,1,0.852,50,0.05,0.852
0.20581,2.8875e-21,0.00047814,7.8092e+06,1,0.853,50,0.05,0.853
0.20447,3.0866e-21,0.00047884,7.8092e+06,1,0.854,50,0.05,0.854
0.20314,3.2857e-21,0.00047954,7.8092e+06,1,0.855,50,0.05,0.855
0.20181,3.4849e-21,0.00048024,7.8092e+06,1,0.856,50,0.05,0.856
0.20047,3.684e-21,0.00048095,7.8092e+06,1,0.857,50,0.05,0.857
0.19914,3.8831e-21,0.00048165,7.8092e+06,1,0.858,50,0.05,0.858
0.19777,3.5843e-21,0.00048236,7.8092e+06,1,0.859,50,0.05,0.859
0.19641,3.2855e-21,0.00048307,7.8092e+06,1,0.86,50,0.05,0.86
0.19504,2.9867e-21,0.00048378,7.8092e+06,1,0.861,50,0.05,0.861
0.19368,2.6879e-21,0.00048449,7.8092e+06,1,0.862,50,0.05,0.862
0.19231,2.3891e-21,0.0004852,7.8092e+06,1,0.863,50,0.05,0.863
0.19095,2.0903e-21,0.00048592,7.8092e+06,1,0.864,50,0.05,0.864
0.18958,1.7915e-21,0.00048663,7.8092e+06,1,0.865,50,0.05,0.865
0.18822,1.4927e-21,0.00048734,7.8092e+06,1,0.866,50,0.05,0.866
0.18685,1.1939e-21,0.00048805,7.8092e+06,1,0.867,50,0.05,0.867
0.18549,8.9511e-22,0.00048876,7.8092e+06,1,0.868,50,0.05,0.868
0.18413,5.9629e-22,0.00048947,7.8092e+06,1,0.869,50,0.05,0.869
0.18276,2.9749e-22,0.00049018,7.8092e+06,1,0.87,50,0.05,0.87
0.1814,-1.3117e-24,0.0004909,7.8092e+06,1,0.871,50,0.05,0.871
0.18003,-3.0011e-22,0.00049161,7.8092e+06,1,0.872,50,0.05,0.872
0.17867,-5.9893e-22,0.00049232,7.8092e+06,1,0.873,50,0.05,0.873
0.1773,-8.9773e-22,0.00049303,7.8092e+06,1,0.874,50,0.05,0.874
0.17594,-1.1965e-21,0.00049374,7.8092e+06,1,0.875,50,0.05,0.875
0.17457,-1.4953e-21,0.00049445,7.8092e+06,1,0.876,50,0.05,0.876
0.17321,-1.7941e-21,0.00049516,7.8092e+06,1,0.877,50,0.05,0.877
0.17183,-1.9933e-21,0.00049588,7.8092e+06,1,0.878,50,0.05,0.878
0.17043,-2.0927e-21,0.0004966,7.8092e+06,1,0.879,50,0.05,0.879
0.16904,-2.1922e-21,0.00049732,7.8092e+06,1,0.88,50,0.05,0.88
0.16764,-2.2917e-21,0.00049804,7.8092e+06,1,0.881,50,0.05,0.881
0.16625,-2.3911e-21,0.00049877,7.8092e+06,1,0.882,50,0.05,0.882
0.16485,-2.4906e-21,0.00049949,7.8092e+06,1,0.883,50,0.05,0.883
0.16346,-2.5901e-21,0.00050021,7.8092e+06,1,0.884,50,0.05,0.884
0.16206,-2.6895e-21,0.00050093,7.8092e+06,1,0.885,50,0.05,0.885
0.16067,-2.789e-21,0.00050165,7.8092e+06,1,0.886,50,0.05,0.886
0.15927,-2.8885e-21,0.00050237,7.8092e+06,1,0.887,50,0.05,0.887
0.15788,-2.9879e-21,0.00050309,7.8092e+06,1,0.888,50,0.05,0.888
0.15648,-3.0874e-21,0.00050382,7.8092e+06,1,0.889,50,0.05,0.889
0.15509,-3.1869e-21,0.00050454,7.8092e+06,1,0.89,50,0.05,0.89
0.15369,-3.2863e-21,0.00050526,7.8092e+06,1,0.891,50,0.05,0.891
0.1523,-3.3858e-21,0.00050598,7.8092e+06,1,0.892,50,0.05,0.892
0.1509,-3.4853e-21,0.0005067,7.8092e+06,1,0.893,50,0.05,0.893
0.14951,-3.5847e-21,0.00050742,7.8092e+06,1,0.894,50,0.05,0.894
0.14811,-3.6842e-21,0.00050814,7.8092e+06,1,0.895,50,0.05,0.895
0.14672,-3.7837e-21,0.00050887,7.8092e+06,1,0.896,50,0.05,0.896
0.14532,-3.8831e-21,0.00050959,7.8092e+06,1,0.897,50,0.05,0.897
0.1439,-3.7835e-21,0.00051032,7.8092e+06,1,0.898,50,0.05,0.898
0.14247,-3.6838e-21,0.00051105,7.8092e+06,1,0.899,50,0.05,0.899
0.14105,-3.5841e-21,0.00051178,7.8092e+06,1,0.9,50,0.05,0.9
0.13962,-3.4845e-21,0.00051251,7.8092e+06,1,0.901,50,0.05,0.901
0.1382,-3.3848e-21,0.00051325,7.8092e+06,1,0.902,50,0.05,0.902
0.13677,-3.2851e-21,0.00051398,7.8092e+06,1,0.903,50,0.05,0.903
0.13535,-3.1855e-21,0.00051471,7.8092e+06,1,0.904,50,0.05,0.904
0.13392,-3.0858e-21,0.00051544,7.8092e+06,1,0.905,50,0.05,0.905
0.1325,-2.9861e-21,0.00051617,7.8092e+06,1,0.906,50,0.05,0.906
0.13107,-2.8865e-21,0.0005169,7.8092e+06,1,0.907,50,0.05,0.907
0.12965,-2.7868e-21,0.00051764,7.8092e+06,1,0.908,50,0.05,0.908
0.12822,-2.6871e-21,0.00051837,7.8092e+06,1,0.909,50,0.05,0.909
0.1268,-2.5874e-21,0.0005191,7.8092e+06,1,0.91,50,0.05,0.91
0.12537,-2.4878e-21,0.00051983,7.8092e+06,1,0.911,50,0.05,0.911
0.12395,-2.3881e-21,0.00052056,7.8092e+06,1,0.912,50,0.05,0.912
0.12252,-2.2884e-21,0.00052129,7.8092e+06,1,0.913,50,0.05,0.913
0.12109,-2.1888e-21,0.00052203,7.8092e+06,1,0.914,50,0.05,0.914
0.11967,-2.0891e-21,0.00052276,7.8092e+06,1,0.915,50,0.05,0.915
0.11824,-1.9894e-21,0.00052349,7.8092e+06,1,0.916,50,0.05,0.916
0.1168,-1.8401e-21,0.00052423,7.8092e+06,1,0.917,50,0.05,0.917
0.11535,-1.6412e-21,0.00052497,7.8092e+06,1,0.918,50,0.05,0.918
0.11389,-1.4423e-21,0.00052571,7.8092e+06,1,0.919,50,0.05,0.919
0.11244,-1.2433e-21,0.00052645,7.8092e+06,1,0.92,50,0.05,0.92
0.11098,-1.0444e-21,0.0005272,7.8092e+06,1,0.921,50,0.05,0.921
0.10953,-8.4547e-22,0.00052794,7.8092e+06,1,0.922,50,0.05,0.922
0.10807,-6.4653e-22,0.00052868,7.8092e+06,1,0.923,50,0.05,0.923
0.10662,-4.4759e-22,0.00052942,7.8092e+06,1,0.924,50,0.05,0.924
0.10516,-2.4866e-22,0.00053016,7.8092e+06,1,0.925,50,0.05,0.925
0.1037,-4.9729e-23,0.00053091,7.8092e+06,1,0.926,50,0.05,0.926
0.10225,1.492e-22,0.00053165,7.8092e+06,1,0.927,50,0.05,0.927
0.10079,3.4813e-22,0.00053239,7.8092e+06,1,0.928,50,0.05,0.928
0.099339,5.4708e-22,0.00053313,7.8092e+06,1,0.929,50,0.05,0.929
0.097883,7.4601e-22,0.00053388,7.8092e+06,1,0.93,50,0.05,0.93
0.096428,9.4494e-22,0.00053462,7.8092e+06,1,0.931,50,0.05,0.931
0.094972,1.1439e-21,0.00053536,7.8092e+06,1,0.932,50,0.05,0.932
0.093517,1.3428e-21,0.0005361,7.8092e+06,1,0.933,50,0.05,0.933
0.092061,1.5417e-21,0.00053684,7.8092e+06,1,0.934,50,0.05,0.934
0.090606,1.7407e-21,0.00053759,7.8092e+06,1,0.935,50,0.05,0.935
0.08915,1.9396e-21,0.00053833,7.8092e+06,1,0.936,50,0.05,0.936
0.087665,2.0069e-21,0.00053908,7.8092e+06,1,0.937,50,0.05,0.937
0.086179,2.0741e-21,0.00053984,7.8092e+06,1,0.938,50,0.05,0.938
0.084693,2.1414e-21,0.00054059,7.8092e+06,1,0.939,50,0.05,0.939
0.083208,2.2087e-21,0.00054134,7.8092e+06,1,0.94,50,0.05,0.94
0.081722,2.2759e-21,0.0005421,7.8092e+06,1,0.941,50,0.05,0.941
0.080236,2.3432e-21,0.00054285,7.8092e+06,1,0.942,50,0.05,0.942
0.078751,2.4105e-21,0.00054361,7.8092e+06,1,0.943,50,0.05,0.943
0.077265,2.4777e-21,0.00054436,7.8092e+06,1,0.944,50,0.05,0.944
0.075779,2.545e-21,0.00054511,7.8092e+06,1,0.945,50,0.05,0.945
0.074294,2.6123e-21,0.00054587,7.8092e+06,1,0.946,50,0.05,0.946
0.072808,2.6795e-21,0.00054662,7.8092e+06,1,0.947,50,0.05,0.947
0.071322,2.7468e-21,0.00054738,7.8092e+06,1,0.948,50,0.05,0.948
0.069837,2.8141e-21,0.00054813,7.8092e+06,1,0.949,50,0.05,0.949
0.068351,2.8813e-21,0.00054888,7.8092e+06,1,0.95,50,0.05,0.95
0.066865,2.9486e-21,0.00054964,7.8092e+06,1,0.951,50,0.05,0.951
0.06538,3.0159e-21,0.00055039,7.8092e+06,1,0.952,50,0.05,0.952
0.063894,3.0832e-21,0.00055115,7.8092e+06,1,0.953,50,0.05,0.953
0.062408,3.1504e-21,0.0005519,7.8092e+06,1,0.954,50,0.05,0.954
0.060923,3.2177e-21,0.00055265,7.8092e+06,1,0.955,50,0.05,0.955
0.059422,3.2131e-21,0.00055341,7.8092e+06,1,0.956,50,0.05,0.956
0.057906,3.1366e-21,0.00055417,7.8092e+06,1,0.957,50,0.05,0.957
